TimeUS,IMU_GyrX,IMU_GyrY,IMU_GyrZ,IMU_AccX,IMU_AccY,IMU_AccZ,BARO_Press,BARO_Temp,ATT_Roll,ATT_Pitch,ATT_Yaw,AHR2_Roll,AHR2_Pitch,AHR2_Yaw,XKF1_VN,XKF1_VE,XKF1_VD,XKF1_PN,XKF1_PE,XKF1_PD,XKF3_IVN,XKF3_IVE,XKF3_IVD,MAG_MagX,MAG_MagY,MAG_MagZ,VIBE_VibeX,VIBE_VibeY,VIBE_VibeZ
25385955,-0.005282355,-0.01408185,-0.003228907,-0.2634155,-0.8446374,-9.755042,93677.41,33.66,5.019803,-1.477087,76.08485,4.75,-1.96,76.24,-0.04961671,-0.03020007,-0.1988323,0.0,0.0,-0.5387508,0.0,0.0,0.0,45.0,-373.0,-41.0,0.01278589,0.01209584,0.01311999
25385955,-0.001433285,-0.002709904,-0.0008858821,-0.2798397,-0.8787209,-9.772325,93677.41,33.66,5.019803,-1.477087,76.08485,4.75,-1.96,76.24,-0.04961671,-0.03020007,-0.1988323,0.0,0.0,-0.5387508,0.0,0.0,0.0,45.0,-373.0,-41.0,0.01278589,0.01209584,0.01311999
25425837,-0.005436711,-0.01263836,-0.003216801,-0.2679484,-0.8290718,-9.753663,93677.50384580763,33.66,5.019513901599151,-1.4785096423024577,76.10629096799696,4.748034761366026,-1.963930477267949,76.25179143180384,-0.04734237190424766,0.009344226456083514,-0.07515939003429725,0.0,0.0,-0.22860168722402208,0.0,0.0,0.0,79.59915155881058,-403.0,112.0,0.055683094237203294,0.05034686626345243,0.06386751789786663
25425837,-0.0005842653,-0.0003076845,-0.000832645,-0.2521098,-0.8567942,-9.795779,93677.50384580763,33.66,5.019513901599151,-1.4785096423024577,76.10629096799696,4.748034761366026,-1.963930477267949,76.25179143180384,-0.04734237190424766,0.009344226456083514,-0.07515939003429725,0.0,0.0,-0.22860168722402208,0.0,0.0,0.0,79.59915155881058,-403.0,112.0,0.055683094237203294,0.05034686626345243,0.06386751789786663
25465818,-0.004960238,-0.01287763,0.001216303,-0.2658901,-0.8386517,-9.759684,93677.69179597715,33.66,5.018931758906413,-1.4813743444880314,76.14946555079658,4.744031897958571,-1.9719362040828585,76.27580861224857,-0.048153937271418285,-0.009619475687544999,-0.13536334096272298,0.0,0.0,-0.38166489677225823,0.0,0.0,0.0,78.79911554008085,-403.0,112.0,0.03437134684639951,0.031405716917778735,0.038737608822192626
25465818,-1.556244e-05,-0.001576106,0.002204736,-0.2722858,-0.8696636,-9.789048,93677.69179597715,33.66,5.018931758906413,-1.4813743444880314,76.14946555079658,4.744031897958571,-1.9719362040828585,76.27580861224857,-0.048153937271418285,-0.009619475687544999,-0.13536334096272298,0.0,0.0,-0.38166489677225823,0.0,0.0,0.0,78.79911554008085,-403.0,112.0,0.03437134684639951,0.031405716917778735,0.038737608822192626
25506171,-0.00570418,-0.01310297,-0.0008249065,-0.2657897,-0.8476198,-9.75722,93677.87669273386,33.66,5.018347697333826,-1.484262422928892,76.19317347852167,4.73997540172188,-1.980049196556241,76.30004919655624,-0.046850387711863554,0.019153934247668175,-0.044497660919933214,0.0,0.0,-0.150478036841316,0.0,0.0,0.0,42.0752023988006,-375.99582208895555,19.096091954022988,0.06488353106844441,0.05970312279034902,0.07786839192739775
25506171,0.0003823655,-0.0005652257,-0.001248594,-0.2645182,-0.8588561,-9.771115,93677.87669273386,33.66,5.018347697333826,-1.484262422928892,76.19317347852167,4.73997540172188,-1.980049196556241,76.30004919655624,-0.046850387711863554,0.019153934247668175,-0.044497660919933214,0.0,0.0,-0.150478036841316,0.0,0.0,0.0,42.0752023988006,-375.99582208895555,19.096091954022988,0.06488353106844441,0.05970312279034902,0.07786839192739775
25546014,-0.005254984,-0.01256544,-0.003986155,-0.264537,-0.8398702,-9.757379,93677.46231724635,33.66,5.018301493776929,-1.4866168127980326,76.25629311353481,4.728023338366315,-2.003953323267371,76.32395332326738,-0.04691463185576183,0.018933933206070237,-0.04461154699857041,0.0,0.0,-0.1503523287886513,0.0,0.0,0.0,49.24335832083958,-375.5975912043978,28.255402298850576,0.06393691535561508,0.057943941165393996,0.07616449160876344
25546014,-0.0003620842,-0.0007092255,-0.00316652,-0.266659,-0.8692415,-9.78837,93677.46231724635,33.66,5.018301493776929,-1.4866168127980326,76.25629311353481,4.728023338366315,-2.003953323267371,76.32395332326738,-0.04691463185576183,0.018933933206070237,-0.04461154699857041,0.0,0.0,-0.1503523287886513,0.0,0.0,0.0,49.24335832083958,-375.5975912043978,28.255402298850576,0.06393691535561508,0.057943941165393996,0.07616449160876344
25585956,-0.001107748,-0.00203044,-0.0006455449,-0.2705937,-0.8534043,-9.78828,93677.04691213823,33.66,5.0182551754156215,-1.4889770527436497,76.31956958522858,4.716041577089603,-2.027916845820793,76.34791684582079,-0.04697903563046716,0.018713385516300272,-0.044725716055943776,0.0,0.0,-0.15022630838256903,0.0,0.0,0.0,56.429325337331335,-375.1983708145927,37.437471264367815,0.06298794753688082,0.0561803884092272,0.07445635751928997
25585956,-0.00502291,-0.0132897,-0.001666335,-0.2664384,-0.8326032,-9.760917,93677.04691213823,33.66,5.0182551754156215,-1.4889770527436497,76.31956958522858,4.716041577089603,-2.027916845820793,76.34791684582079,-0.04697903563046716,0.018713385516300272,-0.044725716055943776,0.0,0.0,-0.15022630838256903,0.0,0.0,0.0,56.429325337331335,-375.1983708145927,37.437471264367815,0.06298794753688082,0.0561803884092272,0.07445635751928997
25625800,-0.0006594544,-0.0006814293,0.00294692,-0.2554239,-0.870588,-9.791937,93676.81806224257,33.661994341584354,5.018012143281463,-1.491311900212017,76.3741570637651,4.706061051305887,-2.051816846082341,76.36590842304118,-0.04812681421231643,-0.026159226115601616,-0.19050995067924453,0.0,0.0,-0.5264744535142651,0.0,0.0,0.0,81.0,-401.59975406394335,111.59975406394338,0.011036686651165582,0.011196473821067475,0.012117065494484613
